"","maker_key","model_key","mileage","engine_power","registration_date","fuel","paint_color","car_type","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","price","sold_at","training","validation"
"1406","BMW","318",183572,100,"11/1/2011","diesel","blue","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6800,"6/1/2018",0,1
"1407","BMW","320",195407,120,"5/1/2012","diesel","blue","estate",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8200,"6/1/2018",0,1
"1408","BMW","325 Gran Turismo",202367,160,"12/1/2013","diesel","white","estate",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,24900,"6/1/2018",1,0
"1409","BMW","320",204840,130,"7/1/2008","diesel","silver","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5000,"6/1/2018",0,1
"1410","BMW","520",100274,120,"1/1/2012","diesel","blue","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13400,"6/1/2018",1,0
"1411","BMW","520",173109,120,"3/1/2011","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12000,"6/1/2018",1,0
"1412","BMW","318",61495,100,"1/1/2015","diesel","black","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,14000,"6/1/2018",0,1
"1413","BMW","520",119534,120,"4/1/2012","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,16800,"6/1/2018",1,0
"1414","BMW","316",94462,85,"10/1/2013","diesel","silver","estate",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,10900,"6/1/2018",1,0
"1415","BMW","325",65034,160,"10/1/2013","diesel","blue","estate",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,21100,"6/1/2018",0,1
"1416","BMW","318",91909,100,"1/1/2012","diesel","white","estate",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,11000,"6/1/2018",1,0
"1417","BMW","318",165464,100,"4/1/2013","diesel","blue","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10000,"6/1/2018",0,1
"1418","BMW","318",159820,100,"9/1/2007","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5100,"6/1/2018",1,0
"1419","BMW","318",171446,100,"9/1/2007","diesel","blue","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6200,"6/1/2018",1,0
"1420","BMW","320",157318,120,"5/1/2013","diesel","black","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,10700,"6/1/2018",1,0
"1421","BMW","520",182266,135,"1/1/2014","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,15000,"6/1/2018",1,0
"1422","BMW","520",134645,120,"7/1/2013","diesel","grey","estate",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,13700,"6/1/2018",0,1
"1423","BMW","518",147903,105,"11/1/2013","diesel","brown","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,15400,"6/1/2018",0,1
"1424","BMW","518",163267,100,"11/1/2013","diesel","black","estate",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,15000,"6/1/2018",0,1
"1425","BMW","525",269832,120,"6/1/2005","diesel","silver","estate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4200,"6/1/2018",0,1
"1426","BMW","318",159878,100,"6/1/2013","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,11200,"6/1/2018",0,1
"1427","BMW","318",155079,105,"6/1/2014","diesel","black","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12500,"6/1/2018",1,0
"1428","BMW","318",230784,100,"10/1/2011","diesel","black","estate",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,5100,"8/1/2018",1,0
"1429","BMW","518",178224,110,"11/1/2014","diesel","blue","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,13700,"6/1/2018",1,0
"1430","BMW","318",46133,100,"10/1/2014","diesel","brown","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,20300,"6/1/2018",1,0
"1431","BMW","520",163452,120,"9/1/2011","diesel","grey","estate",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,13100,"6/1/2018",0,1
"1432","BMW","318",91300,105,"5/1/2014","diesel","grey","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15500,"6/1/2018",0,1
"1433","BMW","320",105784,120,"6/1/2013","diesel","grey","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12600,"6/1/2018",0,1
"1434","BMW","320",103090,135,"8/1/2013","diesel","blue","estate",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13100,"6/1/2018",0,1
"1435","BMW","320",181878,120,"6/1/2013","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,12900,"6/1/2018",0,1
"1436","BMW","520",130419,120,"5/1/2012","diesel","blue","estate",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,15400,"6/1/2018",0,1
"1437","BMW","318",44136,110,"2/1/2016","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,16400,"6/1/2018",1,0
"1438","BMW","525",160164,160,"1/1/2013","diesel","blue","estate",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,16900,"6/1/2018",0,1
"1439","BMW","318",164771,100,"3/1/2013","diesel","grey","estate",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,8000,"6/1/2018",0,1
"1440","BMW","320",258653,120,"11/1/2005","diesel","grey","estate",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4000,"6/1/2018",0,1
"1441","BMW","535",153080,230,"8/1/2012","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,20900,"6/1/2018",0,1
"1442","BMW","520",52605,120,"5/1/2015","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,21300,"6/1/2018",1,0
"1443","BMW","316",33976,100,"3/1/2014","petrol","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12500,"6/1/2018",0,1
"1444","BMW","316",87609,85,"6/1/2013","diesel","blue","estate",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11100,"6/1/2018",0,1
"1445","BMW","318",85388,105,"7/1/2014","diesel","black","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,17000,"6/1/2018",1,0
"1446","BMW","518",118244,100,"10/1/2013","diesel","brown","estate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,13100,"6/1/2018",1,0
"1447","BMW","320",147448,120,"10/1/2012","diesel","blue","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9400,"6/1/2018",1,0
"1448","BMW","318",48869,110,"4/1/2016","diesel","blue","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,20800,"6/1/2018",1,0
"1449","BMW","525",206334,120,"6/1/2005","diesel","silver","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4400,"6/1/2018",1,0
"1450","BMW","530",198426,173,"1/1/2010","diesel","blue","estate",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,8100,"6/1/2018",1,0
"1451","BMW","316",185427,85,"10/1/2013","diesel","white","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,12100,"6/1/2018",1,0
"1452","BMW","530",196035,173,"1/1/2008","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5400,"6/1/2018",1,0
"1453","BMW","316",131017,85,"7/1/2013","diesel","silver","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9000,"6/1/2018",1,0
"1454","BMW","316",121036,85,"6/1/2013","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10200,"6/1/2018",1,0
"1455","BMW","320",115427,120,"6/1/2013","diesel","silver","estate",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,17800,"6/1/2018",0,1
"1456","BMW","530",136009,190,"2/1/2012","diesel","silver","estate",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,18200,"6/1/2018",1,0
"1457","BMW","320",143513,135,"3/1/2013","diesel","brown","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11900,"6/1/2018",0,1
"1458","BMW","318",161249,105,"9/1/2014","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,14900,"8/1/2018",1,0
"1459","BMW","520",167762,120,"3/1/2013","diesel","blue","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13100,"6/1/2018",0,1
"1460","BMW","316",92732,85,"9/1/2013","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9400,"6/1/2018",0,1
"1461","BMW","320",161192,120,"2/1/2014","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,9500,"6/1/2018",1,0
"1462","BMW","318",160865,100,"2/1/2014","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,10400,"6/1/2018",0,1
"1463","BMW","318",238064,90,"8/1/2006","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4000,"6/1/2018",1,0
"1464","BMW","520",223078,120,"4/1/2007","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6100,"6/1/2018",0,1
"1465","BMW","320",275833,120,"12/1/2009","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5700,"6/1/2018",1,0
"1466","BMW","525",192560,155,"2/1/2012","diesel","blue","estate",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,15000,"6/1/2018",0,1
"1467","BMW","318",144311,100,"10/1/2014","diesel","brown","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,10700,"8/1/2018",1,0
"1468","BMW","520",177646,135,"1/1/2014","diesel","blue","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,14500,"6/1/2018",1,0
"1469","BMW","518",9406,110,"10/1/2016","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,20300,"6/1/2018",1,0
"1470","BMW","318",93891,100,"5/1/2014","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,13600,"6/1/2018",1,0
"1471","BMW","X3",199572,190,"2/1/2014","diesel","black","estate",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,19000,"6/1/2018",1,0
"1472","BMW","316",152747,85,"11/1/2012","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9000,"6/1/2018",0,1
"1473","BMW","525",237361,150,"8/1/2011","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,11300,"6/1/2018",1,0
"1474","BMW","320",101705,135,"5/1/2014","diesel","blue","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,13400,"7/1/2018",0,1
"1475","BMW","318",125724,105,"4/1/2014","diesel","grey","estate",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,12100,"7/1/2018",1,0
"1476","BMW","318",139014,100,"8/1/2013","diesel","brown","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,11500,"7/1/2018",1,0
"1477","BMW","318",114751,105,"1/1/2013","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11700,"7/1/2018",1,0
"1478","BMW","525",161041,160,"4/1/2013","diesel","blue","estate",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,18400,"7/1/2018",0,1
"1479","BMW","320",155616,135,"2/1/2013","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,14200,"7/1/2018",0,1
"1480","BMW","520",174817,135,"6/1/2013","diesel","brown","estate",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4800,"7/1/2018",1,0
"1481","BMW","520",121102,135,"2/1/2012","diesel","black","estate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,15400,"7/1/2018",1,0
"1482","BMW","520",166778,120,"11/1/2012","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,13000,"7/1/2018",1,0
"1483","BMW","320",121854,120,"12/1/2012","diesel","blue","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11100,"7/1/2018",1,0
"1484","BMW","318",151266,100,"4/1/2013","diesel","brown","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,11300,"7/1/2018",0,1
"1485","BMW","320",169884,135,"7/1/2013","diesel","silver","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11200,"7/1/2018",1,0
"1486","BMW","318",102189,105,"1/1/2014","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,13300,"7/1/2018",0,1
"1487","BMW","320",176414,135,"12/1/2014","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,14300,"7/1/2018",1,0
"1488","BMW","320",106223,120,"6/1/2013","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12600,"7/1/2018",0,1
"1489","BMW","318",149616,100,"2/1/2013","diesel","black","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7000,"7/1/2018",1,0
"1490","BMW","316",170680,85,"6/1/2013","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9300,"7/1/2018",1,0
"1491","BMW","520",164060,120,"2/1/2013","diesel","brown","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,15500,"7/1/2018",1,0
"1492","BMW","320",137558,135,"1/1/2013","diesel","black","estate",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,16100,"7/1/2018",1,0
"1493","BMW","318",133008,100,"3/1/2013","diesel","black","estate",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,13800,"7/1/2018",0,1
"1494","BMW","525",139765,160,"11/1/2013","diesel","white","estate",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,18800,"7/1/2018",0,1
"1495","BMW","318",186467,90,"10/1/2006","diesel","black","estate",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4600,"7/1/2018",0,1
"1496","BMW","318",178914,100,"9/1/2013","diesel","blue","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,9600,"7/1/2018",1,0
"1497","BMW","320",115915,120,"9/1/2013","diesel","brown","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12700,"7/1/2018",0,1
"1498","BMW","316",127441,85,"5/1/2013","diesel","grey","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10800,"7/1/2018",1,0
"1499","BMW","318",83691,105,"2/1/2014","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8300,"7/1/2018",1,0
"1500","BMW","318",143064,100,"4/1/2013","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,12600,"7/1/2018",0,1
"1501","BMW","520",159214,135,"8/1/2012","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,14400,"7/1/2018",0,1
"1502","BMW","318",100805,105,"9/1/2013","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,14400,"7/1/2018",0,1
"1503","BMW","320",159883,120,"8/1/2014","diesel","white","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,12500,"7/1/2018",1,0
"1504","BMW","525",136729,155,"2/1/2013","diesel","blue","estate",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12600,"7/1/2018",1,0
"1505","BMW","318",124421,100,"6/1/2012","diesel","red","estate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5000,"7/1/2018",1,0
"1506","BMW","320",108330,120,"9/1/2014","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15100,"7/1/2018",0,1
"1507","BMW","320",100925,135,"2/1/2013","diesel","brown","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,17400,"7/1/2018",1,0
"1508","BMW","318",99605,105,"9/1/2014","diesel","black","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,14300,"7/1/2018",1,0
"1509","BMW","525",21507,160,"1/1/2016","diesel","silver","estate",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,25000,"7/1/2018",0,1
"1510","BMW","320",195553,120,"4/1/2013","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10900,"7/1/2018",1,0
"1511","BMW","318",126473,100,"10/1/2013","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,13000,"7/1/2018",1,0
"1512","BMW","525",211366,130,"8/1/2005","diesel","black","estate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5100,"7/1/2018",1,0
"1513","BMW","535",272389,230,"3/1/2012","diesel","black","estate",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,13700,"7/1/2018",1,0
"1514","BMW","520",358332,100,"10/1/2000","diesel","blue","estate",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,400,"7/1/2018",1,0
"1515","BMW","530",130553,190,"6/1/2013","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15200,"7/1/2018",0,1
"1516","BMW","320",122383,120,"7/1/2013","diesel","brown","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15200,"7/1/2018",1,0
"1517","BMW","320",192708,120,"4/1/2013","diesel","blue","estate",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9300,"7/1/2018",0,1
"1518","BMW","520",307914,120,"3/1/2011","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11000,"7/1/2018",1,0
"1519","BMW","520",118724,120,"1/1/2014","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,16500,"7/1/2018",0,1
"1520","BMW","318",105061,105,"6/1/2014","diesel","black","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12500,"7/1/2018",0,1
"1521","BMW","520",260556,120,"6/1/2008","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5000,"7/1/2018",0,1
"1522","BMW","530",391309,190,"10/1/2011","diesel","black","estate",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,13400,"7/1/2018",0,1
"1523","BMW","316",46579,85,"10/1/2014","diesel","brown","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,18800,"7/1/2018",1,0
"1524","BMW","520",169807,120,"2/1/2012","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,16100,"7/1/2018",0,1
"1525","BMW","520",184137,120,"5/1/2014","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,16100,"7/1/2018",0,1
"1526","BMW","520",124332,120,"5/1/2013","diesel","blue","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,15800,"7/1/2018",1,0
"1527","BMW","520",149495,120,"10/1/2013","diesel","blue","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,16100,"7/1/2018",1,0
"1528","BMW","320",166458,135,"4/1/2013","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,13400,"8/1/2018",0,1
"1529","BMW","520",266990,135,"7/1/2013","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,11900,"7/1/2018",1,0
"1530","BMW","320",126735,135,"10/1/2013","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,14200,"7/1/2018",1,0
"1531","BMW","320",55937,135,"5/1/2014","diesel","silver","estate",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,17800,"7/1/2018",0,1
"1532","BMW","316",132302,85,"1/1/2013","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1300,"7/1/2018",0,1
"1533","BMW","525",306161,120,"8/1/2004","diesel","blue","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4800,"7/1/2018",1,0
"1534","BMW","530",160709,190,"12/1/2012","diesel","blue","estate",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,13800,"7/1/2018",0,1
"1535","BMW","318",124831,100,"8/1/2013","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10500,"7/1/2018",1,0
"1536","BMW","520",147910,120,"3/1/2014","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,17000,"7/1/2018",1,0
"1537","BMW","318",141652,100,"1/1/2013","diesel","grey","estate",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,9300,"7/1/2018",0,1
"1538","BMW","320",77510,120,"11/1/2012","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11100,"7/1/2018",1,0
"1539","BMW","330",133214,190,"3/1/2014","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,22000,"7/1/2018",1,0
"1540","BMW","318",44368,100,"10/1/2014","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,18100,"7/1/2018",0,1
"1541","BMW","316",149890,85,"11/1/2012","diesel","blue","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7100,"7/1/2018",0,1
"1542","BMW","520",101054,120,"10/1/2013","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,19000,"7/1/2018",0,1
"1543","BMW","518",66948,110,"5/1/2015","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,19600,"7/1/2018",1,0
"1544","BMW","520",261785,120,"7/1/2008","diesel","black","estate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4800,"7/1/2018",0,1
"1545","BMW","318",116244,100,"12/1/2012","diesel","silver","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12300,"7/1/2018",1,0
"1546","BMW","320",274298,135,"5/1/2013","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,9800,"7/1/2018",0,1
"1547","BMW","320",136769,120,"1/1/2009","petrol","grey","estate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6000,"7/1/2018",1,0
"1548","BMW","318",135948,105,"2/1/2013","diesel","black","estate",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,15100,"7/1/2018",1,0
"1549","BMW","320",176718,135,"12/1/2014","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,13400,"7/1/2018",1,0
"1550","BMW","316",188994,85,"4/1/2013","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8800,"7/1/2018",0,1
"1551","BMW","520",85705,120,"4/1/2013","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,15600,"7/1/2018",0,1
"1552","BMW","320",196035,120,"10/1/2012","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10100,"7/1/2018",0,1
"1553","BMW","328",129317,180,"2/1/2013","petrol","white","estate",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,18600,"7/1/2018",0,1
"1554","BMW","320",119391,135,"11/1/2013","diesel","silver","estate",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17100,"7/1/2018",1,0
"1555","BMW","320",161806,135,"3/1/2013","diesel","grey","estate",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,13100,"7/1/2018",1,0
"1556","BMW","316",170858,85,"5/1/2011","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6300,"7/1/2018",0,1
"1557","BMW","520",103892,135,"2/1/2012","diesel","grey","estate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,16400,"7/1/2018",0,1
"1558","BMW","318",60772,100,"4/1/2013","diesel","grey","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,13200,"7/1/2018",1,0
"1559","BMW","520",358333,100,"10/1/2000","diesel","blue","estate",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,400,"7/1/2018",1,0
"1560","BMW","318",54354,100,"10/1/2014","diesel","white","estate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,20700,"7/1/2018",1,0
"1561","BMW","320",143954,135,"2/1/2013","diesel","black","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,12500,"7/1/2018",0,1
"1562","BMW","520",193438,120,"1/1/2014","diesel","grey","estate",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,16400,"7/1/2018",1,0
"1563","BMW","318",135365,100,"12/1/2012","diesel","black","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11800,"7/1/2018",0,1
